ItemNo,Manufacturer Part No,CostPrice,Wimood_Target_Margin,Median_Achieved_Margin_Pct,Competitor_Margin_Pct,CompetitorStatus,SMB01,SMB02,SMB03,SMB04,SMB05,SMB06,SMB07,SMB08,SMB09,SMB10,SMB11,SMB12,SMB13,SMB14,SMB15,SMB16,SMB17,SMB18,SMB19,SMB20,supplierName,LTM Turnover (DKK)
W129018985,U-POE,5.54,0.0704,0.0804,,No Main Competitor,0.0704,0.0804,0.0804,0.0804,0.0804,0.0804,0.0841,0.0879,0.0916,0.0954,0.0991,0.1029,0.1066,0.1104,0.1141,0.1179,0.1216,0.1254,0.1291,0.13,No comp data,732600.850123
W128407392,UACC-RACK-PANEL-BLANK-1U,14.77,0.0149,0.0587,,No Main Competitor,0.025,0.0587,0.0587,0.0587,0.0587,0.0587,0.0624,0.0662,0.07,0.0737,0.0775,0.0812,0.085,0.0887,0.0925,0.0962,0.1,0.1037,0.1075,0.1112,No comp data,72427.15419
W128377768,UACC-ADAPTER-PT-120W,23.08,0.1438,0.061,,No Main Competitor,0.061,0.061,0.061,0.061,0.061,0.061,0.0648,0.0685,0.0722,0.076,0.0798,0.0835,0.0872,0.091,0.0948,0.0985,0.1022,0.106,0.1098,0.1135,No comp data,5397.043899
AF-2X,AF-2X,355.41,,0.0811,,No Competitor Data,0.0811,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,27874.327881
W128866746,UACC-RACK-PM-KIT,36.93,0.0263,0.0583,0.0552,Used,0.0263,0.0571,0.0571,0.0571,0.0571,0.0571,0.0609,0.0646,0.0684,0.0721,0.0759,0.0796,0.0834,0.0871,0.0909,0.0946,0.0984,0.1021,0.1059,0.1096,ALLNET Deutschland,39308.535135
W129234743,UICARE-UA-G3-W-D,124.81,-0.8021,0.0811,,No Main Competitor,0.025,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,5938.952706
AM-5AC21-60,AM-5AC21-60,133.86,0.1482,0.1021,,No Main Competitor,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1056,0.1091,0.1126,0.1161,0.1195,0.123,0.1265,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,24539.665922
W129123918,USW-PRO-XG-10-POE,528.96,0.0345,0.0528,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,1653711.506005
W129124479,UVC-G6-PTZ-W,300.78,0.0024,0.0929,0.0333,Outlier - Excluded,0.025,0.0929,0.0929,0.0929,0.0929,0.0929,0.0966,0.1004,0.1041,0.1079,0.1116,0.1154,0.1191,0.1229,0.1266,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,1374312.480823
W129186814,UACC-DOME-WS-B,21.23,0.0692,0.0989,,No Main Competitor,0.0692,0.0989,0.0989,0.0989,0.0989,0.0989,0.1027,0.1064,0.1102,0.1139,0.1177,0.1214,0.1252,0.1289,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,5047.495523
W128986540,UACC-OFC-MM-3M,5.49,0.0874,0.0636,0.0619,Used,0.0619,0.0629,0.0629,0.0629,0.0629,0.0629,0.0667,0.0704,0.0741,0.0779,0.0816,0.0854,0.0891,0.0929,0.0966,0.1004,0.1041,0.1079,0.1116,0.1154,ALLNET Deutschland,11535.725674
W128854537,UACC-CAMERA-AM-W,36.93,,0.0639,,No Competitor Data,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,No comp data,81274.590212
W128862725,UXG-MAX,147.7,0.0393,0.066,0.0277,Used,0.0277,0.0507,0.0507,0.0507,0.0507,0.0507,0.0545,0.0582,0.062,0.0657,0.0694,0.0732,0.077,0.0807,0.0844,0.0882,0.092,0.0957,0.0994,0.1032,ALLNET Deutschland,1425027.444081
W129292702,UACC-RACK-42U-800-P,701.59,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W127378405,LBE-5AC-LR-5,383.1,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331215,UNAS-PRO-4-EU-D_BOM_LICENSE,463.81,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129043611,AI-KEY,663.74,,,0.046,Used,0.0435,0.046,0.046,0.046,0.046,0.046,0.0497,0.0535,0.0572,0.061,0.0648,0.0685,0.0722,0.076,0.0798,0.0835,0.0872,0.091,0.0948,0.0985,ALLNET Deutschland,0.0
W129331207,AI-KEY-D_BOM_LICENSE,763.64,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129252728,UICARE-UVC-G6-PRO-360-W-D,461.3,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331092,UICARE-UNVR-INSTANT-KIT-EU-D,141.7,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129234740,UICARE-USW-PRO-XG-24-EU-D,971.09,-0.8134,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331369,UACC-DISPLAY21-SM,100.62,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292712,UA-RETROFIT-READER-W,103.73,0.0537,,,No Main Competitor,0.0537,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920117,UICARE-UWB-XG-EU-D,1231.21,-0.7992,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W127378411,LTU-INSTANT-5,257.56,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
AF11-COMPLETE-HB,AF11-COMPLETE-HB,1130.84,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330924,UACC-CABLE-UHS-2M,21.23,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129265043,UICARE-UVC-G6-PRO-DOME-W-D,77.54,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
TRAINING-SHIRT-XXXL,TRAINING-SHIRT-XXXL,30.69,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331307,ENVR-CORE,3369.46,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129242797,UNAS-4-W,286.17,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129042625,UACC-OFC-SA-MPMP-10M,58.16,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292703,UACC-RETROFIT-PSU-12V,46.16,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330903,USL-SIREN,79.16,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330901,USL-ENTRY-3,73.62,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330917,UBB-SINGLE,211.4,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129058283,UACC-PSU-54V-600W,117.24,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292698,UACC-RACK-12U-WALL-SW-P,304.64,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W125826559,TRAINING-SHIRT-S,30.69,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128955388,UICARE-UACC-ENVR-BEZEL-D,252.36,-0.8042,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330927,UVC-G6-PRO-DOME-B,330.13,,,0.2701,Outlier - Excluded,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,Wortmann AG,0.0
AF-3G26-S45,AF-3G26-S45,183.7,0.1345,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129147848,UICARE-U7-PRO-XG-B-D,179.01,-0.8162,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129298960,UACC-G6-180-FM-B,21.91,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920246,UICARE-UVC-AI-360-D,356.41,-0.8384,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128440615,UISP-P,229.86,0.1181,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331090,UICARE-UDB-SWITCH-EU-D,41.89,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330925,UACC-CABLE-UHS-5M,36.93,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331083,UICARE-AI-KEY-D,97.14,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129298961,UACC-G6-180-FM-W,21.91,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W125876671,UA-SK,368.33,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331301,UACC-CABLE-PATCH-OUTDOOR-C6A-1M-BK,6.65,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331089,UICARE-UA-RETROFIT-READER-W-D,27.63,0.1726,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128986541,UACC-OFC-MM-5M,6.19,0.1422,,0.0614,Used,0.0614,0.0614,0.0614,0.0614,0.0614,0.0614,0.0651,0.0689,0.0727,0.0764,0.0801,0.0839,0.0877,0.0914,0.0952,0.0989,0.1027,0.1064,0.1102,0.1139,ALLNET Deutschland,0.0
W128851843,UACC-DISPLAY-TS,116.32,0.0677,,,No Main Competitor,0.0677,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W127378408,EXTD-COVER-CONCRETE-3,34.16,0.2266,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331385,UACC-LOCK-MAGNETIC-270KG,111.48,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330910,U7-MESH,150.47,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128440618,UACC-CABLE-PT-5M,23.54,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
HORN-5-45,HORN-5-45,53.54,,,0.0276,Used,0.0276,0.035,0.035,0.035,0.035,0.035,0.0387,0.0425,0.0462,0.05,0.0537,0.0575,0.0612,0.065,0.0688,0.0725,0.0762,0.08,0.0838,0.0875,ALLNET Deutschland,0.0
W129331299,UACC-CABLE-PATCH-OUTDOOR-C6A-12M-BK,22.16,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129287156,UDB-IOT,36.93,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129042602,UICARE-UVC-AI-LPR-B-D,439.65,-0.8126,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292709,UA-RETROFIT-READER-W-EU,96.93,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129047248,UICARE-UTP-G3-TOUCH-ENTERPRISE-D,256.14,-0.8192,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920252,UICARE-UA-INTERCOM-D,266.87,-0.7842,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129047242,UICARE-UTP-G3-TOUCH-WALL-D,344.16,-0.8085,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129252731,UICARE-UNAS-2-B-EU-D,184.3,-0.7802,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
UF-SM-10G-S-20,UF-SM-10G-S-20,1115.15,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129234731,UACC-AI-THETA-VIDEO-CABLE-EXT-5M,74.77,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129042601,UICARE-UC-CAST-LITE-EU-D,159.63,-0.7939,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920240,UICARE-UVC-AI-THETA-PRO-D,294.82,-0.8324,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292700,UACC-RACK-42U-1000-P,775.44,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331300,UACC-CABLE-PATCH-OUTDOOR-C6A-15M-BK,25.85,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330904,UACC-LOCK-STRIKE-SAFE-15MM,66.23,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331217,UVC-G6-180-B-D_BOM_LICENSE,271.57,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331094,UICARE-UVC-G6-ENTRY-D,41.89,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920106,UICARE-UVC-G5-DOME-3-D,479.03,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292695,UACC-RACK-12U-WALL-600-G,230.78,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129234730,UACC-AI-THETA-AUDIO-CABLE-EXT-10M,44.31,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
INS-8023AF-O,INS-8023AF-O,12.46,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129249116,UICARE-UDB-PRO-D,178.09,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920251,UICARE-UA-SK-ELEVATOR-D,808.2,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129042632,UACC-OFC-SA-MPMP-3M-10,443.11,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331303,UACC-CABLE-PATCH-OUTDOOR-C6A-3M-BK,8.86,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292693,UACC-RACK-12U-WALL-450-G,152.32,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
AM-2G15-120,AM-2G15-120,91.39,0.161,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129042620,UACC-OFC-MA-MPMP-100M,350.79,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331093,UICARE-UVC-G6-180-B-D,41.89,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128909062,UA-SK-GATE,516.03,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129292701,UACC-RACK-42U-800-G,701.59,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129330909,UACC-UCG-INDUSTRIAL-RM,52.62,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W128920247,UICARE-UVC-AI-DSLR-D,1497.65,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331091,UICARE-UNAS-PRO-4-EU-D,91.8,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
IW-HD-CF-3,IW-HD-CF-3,28.62,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129331086,UICARE-U7-PRO-XG-WALL-D,41.89,0.1268,,,No Main Competitor,0.0725,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
W129251511,UACC-ADAPTER-POE-24-12W,6.46,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,0.0
